,open,high,low,close,adjclose,volume,ticker,MFI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,%B,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0
2022-01-03,44.790000915527344,45.689998626708984,44.77000045776367,45.56999969482422,40.385948181152344,646100,HIW,,,,,,,,,,
2022-01-04,45.79999923706055,46.9900016784668,45.79999923706055,46.459999084472656,41.17469787597656,616700,HIW,,,,,,,,,,
2022-01-05,46.34000015258789,46.72999954223633,45.79999923706055,45.95000076293945,40.722721099853516,854700,HIW,,,,,,,,,,
2022-01-06,46.38999938964844,46.790000915527344,46.029998779296875,46.61000061035156,41.307640075683594,471000,HIW,,,,,,,,,,
2022-01-07,46.560001373291016,47.400001525878906,46.22999954223633,46.849998474121094,41.52033615112305,856700,HIW,,,,,0.802464307924541,45.35896655670839,46.2879997253418,47.21703289397521,4.014142646672986,0.802464307924541
2022-01-10,47.04999923706055,47.439998626708984,46.650001525878906,46.810001373291016,41.48488998413086,1157100,HIW,,,,,0.7107315131198293,45.88588060761469,46.53600006103515,47.18611951445562,2.794049564069922,0.7107315131198293
2022-01-11,46.97999954223633,46.97999954223633,46.099998474121094,46.810001373291016,41.48488998413086,705300,HIW,,,,,0.6506379685312059,45.92887755809611,46.60600051879883,47.28312347950155,2.9057329664217644,0.6506379685312059
2022-01-12,47.060001373291016,47.18000030517578,46.5,46.70000076293945,41.38740539550781,729800,HIW,,,,,0.3417247053222233,46.57909433778877,46.75600051879883,46.93290669980889,0.7567207590346982,0.3417247053222233
2022-01-13,46.849998474121094,47.439998626708984,46.70000076293945,47.130001068115234,41.76848220825195,776800,HIW,,,,,0.9689315443583925,46.572111619930695,46.86000061035156,47.14788960077243,1.228719533380765,0.9689315443583925
2022-01-14,47.0,47.31999969482422,46.599998474121094,47.290000915527344,41.9102783203125,964100,HIW,,,,,0.882612462823272,46.501073920188425,46.948001098632815,47.394928277077206,1.9039242054435648,0.882612462823272
2022-01-18,47.099998474121094,47.2400016784668,46.619998931884766,46.91999816894531,41.58237075805664,957800,HIW,,,,,0.4415886951575492,46.54198152415801,46.970000457763675,47.39801939136934,1.8225204574589966,0.4415886951575492
2022-01-19,47.220001220703125,47.22999954223633,45.5,45.5,40.32391357421875,586600,HIW,,,,,0.02499286613129906,45.43644014013633,46.70800018310547,47.97956022607461,5.444720553157281,0.02499286613129906
2022-01-20,45.31999969482422,46.060001373291016,44.0,44.08000183105469,39.065452575683594,688400,HIW,,,,,0.07207545727422555,43.72562473045816,46.184000396728514,48.64237606299887,10.646005738578236,0.07207545727422555
2022-01-21,43.970001220703125,44.16999816894531,43.060001373291016,43.36000061035156,38.42736053466797,959800,HIW,45.1303313424329,,,,0.16302185725300525,42.35858493391476,45.43000030517578,48.5014156764368,13.52152916851773,0.16302185725300525
2022-01-24,42.720001220703125,43.36000061035156,41.38999938964844,43.27000045776367,38.34760284423828,1574000,HIW,39.56964095276881,,,,0.2574348893753644,41.83087491228127,44.626000213623044,47.42112551496482,12.526891444277389,0.2574348893753644
2022-01-25,42.72999954223633,43.31999969482422,41.91999816894531,42.939998626708984,38.055137634277344,1053600,HIW,41.3336894269493,,,,0.2565938760931021,42.00177662661456,43.83000030517578,45.658223983737,8.34233933758532,0.2565938760931021
2022-01-26,43.189998626708984,43.849998474121094,42.31999969482422,42.720001220703125,37.86016845703125,949500,HIW,48.482758096230576,,,,0.2013761602937954,42.3464133058493,43.274000549316405,44.201587792783506,4.287041788105512,0.2013761602937954
2022-01-27,43.0,43.38999938964844,41.650001525878906,41.790000915527344,37.03596115112305,735100,HIW,43.87745786766652,,,,0.04360880155140548,41.69196526850171,42.816000366210936,43.94003546392016,5.250537593867729,0.04360880155140548
2022-01-28,41.7599983215332,42.619998931884766,40.849998474121094,42.61000061035156,37.76268005371094,857400,HIW,37.12971820196273,,,,0.47158001936449456,41.680782315263116,42.66600036621094,43.65121841715876,4.61828173483099,0.47158001936449456
2022-01-31,42.31999969482422,43.130001068115234,41.900001525878906,43.119998931884766,38.21466064453125,998900,HIW,35.810198560460954,,,,0.7640283521964456,41.71943396723645,42.636000061035155,43.55256615483386,4.2994938197138834,0.7640283521964456
2022-02-01,43.09000015258789,43.54999923706055,42.70000076293945,43.400001525878906,38.46281051635742,1031200,HIW,42.920354111025915,,,,0.8068192101197086,41.63289175777871,42.72800064086914,43.82310952395957,5.125954253253618,0.8068192101197086
2022-02-02,43.400001525878906,43.86000061035156,43.279998779296875,43.349998474121094,38.418495178222656,873600,HIW,43.30455752255871,,,,0.7062928634129589,41.65182960838031,42.854000091552734,44.05617057472516,5.6105403491115045,0.7062928634129589
2022-02-03,43.220001220703125,43.29999923706055,42.720001220703125,42.84000015258789,37.966514587402344,468200,HIW,38.00198980082691,,,,0.31418208515479495,42.46125992177233,43.06399993896484,43.66673995615735,2.799275580748563,0.31418208515479495
2022-02-04,42.70000076293945,42.970001220703125,41.93000030517578,42.61000061035156,37.76268005371094,998300,HIW,38.20487156716504,,,,0.1233871025123297,42.46125992177233,43.06399993896484,43.66673995615735,2.799275580748563,0.1233871025123297
2022-02-07,42.65999984741211,43.04999923706055,42.40999984741211,42.619998931884766,37.771541595458984,840500,HIW,45.44642588688831,,,,0.2513488850513405,42.272265644608055,42.96399993896485,43.65573423332164,3.220064683639686,0.2513488850513405
2022-02-08,42.7599983215332,42.84000015258789,41.7599983215332,42.08000183105469,37.29297637939453,939200,HIW,44.413956102196835,-1.4831944770857604,,,0.12206380054722725,41.87975815780146,42.7,43.520241842198544,3.841882164864362,0.12206380054722725
2022-02-09,43.02000045776367,43.15999984741211,41.38999938964844,41.93000030517578,37.160037994384766,1582100,HIW,41.718554322773436,-1.4673578486107246,,,0.15160873203528036,41.71850862958628,42.41600036621094,43.11349210283559,3.2888142710423285,0.15160873203528036
2022-02-10,41.29999923706055,42.279998779296875,41.15999984741211,41.33000183105469,36.628292083740234,861400,HIW,42.14251241513076,-1.4860913330845449,,,0.09161698664148744,41.15411886891367,42.114000701904295,43.07388253489492,4.55849274347009,0.09161698664148744
2022-02-11,41.470001220703125,42.4900016784668,41.470001220703125,42.15999984741211,37.363868713378906,839400,HIW,50.9364315460077,-1.4176223827710288,,,0.5816343474801767,41.19102213830669,42.024000549316405,42.85697896032612,3.9642984966754296,0.5816343474801767
2022-02-14,42.310001373291016,42.7400016784668,41.689998626708984,42.029998779296875,37.2486572265625,1035700,HIW,50.81582626429817,-1.3581938330272223,,,0.6042017597890535,41.31100931735909,41.90600051879883,42.50099172023857,2.83964680033271,0.6042017597890535
2022-02-15,42.5,43.560001373291016,42.369998931884766,43.2599983215332,38.3387336730957,1297200,HIW,52.12113896861211,-1.198035389453807,,,0.945611047647276,40.88754426586921,42.14199981689453,43.396455367919856,5.953469491129455,0.945611047647276
2022-02-16,43.470001220703125,44.400001525878906,43.369998931884766,43.91999816894531,38.923648834228516,2491600,HIW,62.733850850058914,-1.0062527419664988,,,0.8723957775259482,40.68713361809613,42.539999389648436,44.392865161200746,8.711169713853737,0.8723957775259482
2022-02-17,43.58000183105469,44.130001068115234,43.439998626708984,43.970001220703125,38.96796417236328,1338300,HIW,60.609314023215454,-0.8405395668209295,,,0.7703647955193975,41.39987906836327,43.067999267578124,44.73611946679298,7.74644853526143,0.7703647955193975
2022-02-18,43.470001220703125,44.029998779296875,43.11000061035156,43.130001068115234,38.66318130493164,1238100,HIW,53.34350431019235,-0.7681370677900077,0.4569101145000505,-1.2250471822900582,0.4530440226663813,41.85644423314713,43.26199951171875,44.66755479029037,6.497874783577139,0.4530440226663813
2022-02-22,43.02000045776367,43.45000076293945,42.56999969482422,43.02000045776367,38.56456756591797,912500,HIW,47.1566065314858,-0.7114327418218593,0.4108915523745591,-1.1223242941964184,0.22740883893980218,42.65293151119546,43.45999984741211,44.26706818362875,3.7140742708249364,0.22740883893980218
2022-02-23,43.540000915527344,43.810001373291016,42.22999954223633,42.2400016784668,37.865352630615234,813800,HIW,41.72083968926644,-0.7211209048183918,0.3209627115024214,-1.0420836163208131,0.10375525015867837,41.97396606819867,43.25600051879883,44.538034969398986,5.927660603032368,0.10375525015867837
2022-02-24,41.5099983215332,42.7400016784668,40.95000076293945,42.630001068115234,38.214962005615234,1281200,HIW,39.71879722955142,-0.6893823814412343,0.28216098790366306,-0.9715433693448974,0.3409379708046226,41.841219582707474,42.99800109863281,44.15478261455815,5.380629268192284,0.3409379708046226
2022-02-25,42.95000076293945,43.869998931884766,42.95000076293945,43.84000015258789,39.29964828491211,717400,HIW,44.86166240352708,-0.5601356640061468,0.3291261642710005,-0.8892618282771473,0.905274179812291,41.90112182237104,42.97200088500976,44.04287994764849,4.984078193167341,0.905274179812291
2022-02-28,43.06999969482422,44.08000183105469,42.81999969482422,43.599998474121094,39.08449935913086,1698700,HIW,37.62947299200881,-0.47163611143177775,0.33410057347629574,-0.8057366849080735,0.7250956034479039,41.87984190791447,43.066000366210936,44.252158824507404,5.508561037523762,0.7250956034479039
2022-03-01,43.790000915527344,43.959999084472656,43.06999969482422,43.4900016784668,38.98590087890625,1123200,HIW,43.75535081658492,-0.4056987577982767,0.3200303416878375,-0.7257290994861142,0.6341088149305502,41.92965244760725,43.16000061035156,44.390348773095866,5.70133524256354,0.6341088149305502
2022-03-02,43.70000076293945,44.220001220703125,43.4900016784668,43.790000915527344,39.25482177734375,1042200,HIW,51.37612898692378,-0.32548352726237084,0.32019645777899464,-0.6456799850413655,0.6823657410551143,42.59264143212585,43.470000457763675,44.3473594834015,4.036618432936445,0.6823657410551143
2022-03-03,43.97999954223633,43.97999954223633,43.209999084472656,43.849998474121094,39.30861282348633,615900,HIW,52.02071421844717,-0.25414149265539976,0.3132307939087726,-0.5673722865641724,0.7365202834913719,43.42650126623218,43.71399993896485,44.001498611697514,1.3153620036330866,0.7365202834913719
2022-03-04,43.279998779296875,44.060001373291016,43.040000915527344,43.95000076293945,39.398250579833984,976000,HIW,52.511257185381204,-0.18737314628942414,0.3039993122197986,-0.49137245850922273,0.8189060876570832,43.40047698670863,43.736000061035156,44.07152313536168,1.5343107456479301,0.8189060876570832
2022-03-07,43.869998931884766,44.630001068115234,43.54999923706055,43.84000015258789,39.29964828491211,798300,HIW,51.940900996761734,-0.14170143476248853,0.27973681899738734,-0.42143825375987587,0.5898025946308358,43.47220675596802,43.784000396728516,44.095794037489014,1.4242355103934061,0.5898025946308358
2022-03-08,44.04999923706055,44.43000030517578,43.56999969482422,43.720001220703125,39.192073822021484,730500,HIW,45.60112708813405,-0.11387648799273364,0.24604941261371382,-0.35992590060644747,0.13639260280788632,43.67873951493595,43.83000030517578,43.98126109541561,0.6902157845614685,0.13639260280788632
2022-03-09,44.45000076293945,45.06999969482422,44.31999969482422,44.7400016784668,40.10643768310547,642000,HIW,38.35456636860775,-0.00941102038294872,0.280411904178799,-0.28982292456174774,0.9900432573378773,43.28537018796415,44.02000045776367,44.754630727563196,3.3377113228537447,0.9900432573378773
2022-03-10,44.119998931884766,44.689998626708984,44.0,44.540000915527344,39.92715072631836,486300,HIW,40.85649880653944,0.05658791497863547,0.2771286716323066,-0.2205407566536711,0.7356938184435567,43.347627615074636,44.15800094604492,44.96837427701521,3.6703352217436302,0.7356938184435567
2022-03-11,44.650001525878906,45.08000183105469,44.11000061035156,44.189998626708984,39.61339569091797,356400,HIW,46.76278816177173,0.07973119554162622,0.24021756175623787,-0.16048636621461165,0.48978674042373854,43.42261241579597,44.20600051879883,44.989388621801695,3.5442613844684896,0.48978674042373854
